Rice Variety	ROS	OSRMC	SUB1A	CAT	SNCA3	Stress_Condition
MDU 5	3.092816535	3.30742447	2.62303622	2.640456824	2.483678035	Drought_Stress
XYZ-202	2.2	2.04	2.41	2.57	2.49	Healthy
CORH 3 (Hybrid Rice)	3.19	2.2	2.07	2.9	3.16	Salinity_Stress
ASD 16	1.822096961	2.615061562	2.569505319	2.552699873	2.552645127	Healthy
IR 20	3.48619193	3.173772222	2.876593856	2.347621659	3.304918064	Drought_Stress
XYZ-202	3.290143566	3.624062359	2.55711524	2.984346175	3.412520791	Salinity_Stress
White Ponni	1.962236693	3.31873641	2.101356482	2.993495381	3.302233566	Salinity_Stress
IR 20	3.403732163	2.482885207	2.869882414	2.946664437	3.140742741	Salinity_Stress
ADT 37	2.49654538	1.850217375	2.211798243	2.190544921	2.910435635	Healthy
BPT 5204 (Sona Masuri)	3.19	3.78	2.65	2.94	2.63	Drought_Stress
IR 36	3.258016001	2.621760637	2.630758888	3.170497686	3.485107455	Salinity_Stress
BPT 5204 (Sona Masuri)	1.845210203	2.13625018	2.281530698	2.61512003	2.665139883	Healthy
IR 20	2.865629812	3.07734076	2.458489365	2.287016956	3.365853798	Drought_Stress
MDU 5	2.23	2.12	2.61	2.54	2.51	Healthy
ASD 16	2.45704698	2.672061328	2.151834919	2.858273119	3.21211438	Salinity_Stress
IR 20	1.952490826	2.599443376	2.343850905	2.701992424	2.729610765	Healthy
White Ponni	3.492314653	3.267736706	2.07798977	2.901352868	2.43598423	Drought_Stress
TRY 3 (Trichy 3)	2.31127244	2.272223028	2.486284067	2.64356471	2.794361049	Healthy
IR 50	3.380514727	3.273309134	2.969307041	2.076933587	2.724606723	Drought_Stress
IR 20	1.876300008	2.121678682	2.977686893	2.375812547	2.607298689	Healthy
ASD 16	3.327174104	3.15769864	2.438898183	2.813870387	3.332800332	Salinity_Stress
Jaya	2.89	3.7	2.92	2.43	3.03	Drought_Stress
Jaya	2.921182444	3.678190462	2.849940802	2.756052984	3.326590385	Drought_Stress
TRY 3 (Trichy 3)	2.1926562	2.809435202	2.209730186	2.194685322	2.514377434	Healthy
IR 64	2.651041144	2.573754016	2.963717149	2.828560926	3.036474507	Salinity_Stress
XYZ-202	2.841382658	3.628994653	1.900366107	2.49437026	2.584182756	Drought_Stress
TRY 3 (Trichy 3)	1.97	1.98	2.2	2.55	2.55	Healthy
LMN-404	1.8	3.21	2.5	3.18	3.15	Salinity_Stress
ABC-101	2.926463893	3.513202982	2.883327229	2.983252073	2.647844175	Drought_Stress
TRY 1 (Trichy 1)	3.000689333	2.494870446	2.359850099	3.184858623	3.229263181	Salinity_Stress
VGD 59	1.792168929	1.844764171	1.963654691	2.613225236	2.649137105	Healthy
CORH 3 (Hybrid Rice)	2.111076606	2.007151807	2.967432268	2.487318886	2.89579321	Healthy
Swarna	2.459145525	1.849887255	2.27420074	2.939863818	3.47263293	Salinity_Stress
PMK 3 (Ponmani)	1.812208908	2.513133091	2.122856663	2.399334601	2.596916712	Healthy
IR 50	2.099796789	2.18053696	2.362229174	3.045143286	3.442668592	Salinity_Stress
Jaya	1.944833127	2.633266211	2.210131664	2.421328206	2.844105649	Healthy
PQR-303	2.315462684	1.846093255	2.549730535	2.198324462	2.565313929	Healthy
ADT 37	2.228948024	1.842355178	2.997594111	2.199127191	2.880741908	Healthy
ASD 16	3.427974751	3.413996964	2.718149966	2.764140926	2.714929438	Drought_Stress
ADT 43	2.39	3.01	2.66	3.18	3.2	Salinity_Stress
ADT 37	2.48	2.11	2.5	2.16	2.6	Healthy
VGD 59	2.390394042	2.336597617	2.279483245	2.162629688	2.92139797	Healthy
ASD 16	1.89	2.54	2.15	2.98	3.11	Salinity_Stress
CORH 3 (Hybrid Rice)	1.886502715	2.454402685	2.577851646	2.25595993	2.873891017	Healthy
ASD 16	3.226117552	3.280165613	2.266952091	2.779999329	3.234169677	Drought_Stress
ABC-101	3.294331776	3.549103712	2.110167278	2.891963986	3.364724085	Drought_Stress
TRY 1 (Trichy 1)	2.891637752	3.768714168	1.953090237	2.502503686	3.25459475	Drought_Stress
TKM 9	3.283381691	3.722579283	1.888961101	2.52082563	2.990532423	Drought_Stress
TRY 3 (Trichy 3)	3.140284284	3.387068719	2.803532031	2.613036212	3.232226486	Drought_Stress
IR 36	2.050132061	2.447021728	2.088690833	3.109087602	3.122055554	Salinity_Stress
IR 20	2.243016006	2.785866409	3.007292151	2.553516709	2.568512196	Healthy
ADT 43	3.464827221	3.18707232	2.243412999	2.919935572	2.732986312	Drought_Stress
CO 43	3.175552803	3.691228473	2.725590711	2.756641331	2.455615354	Drought_Stress
BPT 5204 (Sona Masuri)	2.06	2.73	2.02	3.2	3.32	Salinity_Stress
IR 20	2.127696725	1.991980385	2.115381282	2.525683307	2.834086128	Healthy
ADT 43	2.99	3.35	2.91	2.5	2.84	Drought_Stress
IR 50	3.000325107	2.306531063	1.94768397	3.119381803	3.167218765	Healthy
TRY 1 (Trichy 1)	2.865707385	3.730064303	2.166008272	2.73516292	3.215640089	Drought_Stress
IR 20	2.316933594	3.304569763	2.292219342	3.120291661	3.130029418	Salinity_Stress
XYZ-202	2.102779358	3.489058628	2.832628328	3.024572279	3.21962358	Salinity_Stress
ASD 16	1.825790657	2.513310375	2.150836781	2.492269606	2.740649646	Healthy
TKM 9	3.25	1.88	1.94	2.98	3.29	Salinity_Stress
TKM 9	3.075273452	3.184281968	1.975886551	3.124731701	3.419723584	Drought_Stress
ADT 45	2.81760361	3.324888271	2.259125044	3.003348855	2.463592591	Drought_Stress
ADT 37	3.33	3.37	2.56	3.12	3.11	Salinity_Stress
ADT 45	1.870421576	3.595257106	2.163442729	3.103883877	3.023958676	Salinity_Stress
PMK 3 (Ponmani)	3.26	3.02	2.91	2.1	3.34	Drought_Stress
IR 20	3.055667841	3.353223781	2.705952374	2.274826924	2.720705543	Drought_Stress
White Ponni	1.795187661	2.766547622	2.488688586	2.141007683	2.72209392	Healthy
TRY 1 (Trichy 1)	1.889969355	2.343858677	2.072997021	2.282580418	2.817346153	Healthy
IR 20	3.408100819	3.077936772	2.837103211	2.604960162	2.952443506	Drought_Stress
PMK 3 (Ponmani)	3.214886327	3.813959386	2.124956565	2.836215858	3.323802885	Drought_Stress
PMK 3 (Ponmani)	2.121454543	1.814484605	2.890082317	2.054595186	2.98459379	Healthy
IR 20	2.238883683	2.702957597	2.817857891	2.315771957	2.813465998	Healthy
ASD 16	2.229154461	2.103892414	2.852990528	2.325359832	2.986705036	Healthy
CO 43	2.111321428	2.336309459	2.37568189	2.90964872	3.355753674	Salinity_Stress
ASD 16	1.92	2.64	2.11	2.06	2.75	Healthy
LMN-404	2.440332959	2.433620383	2.069237119	2.951033811	2.995302742	Salinity_Stress
CO 43	2.318631059	2.139358194	2.784631341	2.507687298	2.937623932	Healthy
TKM 9	3.17	3.21	2.26	2.82	2.6	Drought_Stress
BPT 5204 (Sona Masuri)	2.868245579	2.541264694	2.587488439	3.082301887	3.351200705	Salinity_Stress
VGD 59	1.816798632	2.132542891	2.680362986	2.333823669	2.93462338	Healthy
TRY 3 (Trichy 3)	3.189634763	3.354678457	1.91858731	2.707139304	3.322453452	Drought_Stress
CORH 3 (Hybrid Rice)	2.256386147	2.320239545	2.727533147	2.482671328	2.727258502	Healthy
IR 64	2.2	2.59	2.28	2.22	2.59	Healthy
CORH 3 (Hybrid Rice)	2.208279433	2.889553026	2.553574244	2.981986357	3.205631031	Salinity_Stress
White Ponni	3.208120734	3.129528021	2.024213452	2.623631013	3.483605708	Drought_Stress
IR 20	2.417069334	1.836353375	1.929630761	2.39506531	2.964146703	Healthy
IR 50	2.31	2.76	2.67	2.11	2.79	Healthy
ASD 16	2.20112488	2.768333982	2.709089875	2.209466632	2.885020442	Healthy
ADT 45	3.471717396	3.383019531	2.787910492	2.795366087	2.891409904	Drought_Stress
MDU 5	2.889448253	3.285654637	2.102780334	2.936161827	3.070697111	Salinity_Stress
ABC-101	2.36	2.5	2.73	2.44	2.68	Healthy
XYZ-202	3.066381278	3.541007361	2.08963098	2.538933543	3.207829701	Drought_Stress
ASD 16	3.304762805	3.080741766	2.264573952	2.131974446	2.940040466	Drought_Stress
White Ponni	2.261270451	2.743804519	2.025407501	2.353040566	2.786227383	Healthy
VGD 59	2.859856536	3.524169891	2.251802301	2.061597601	2.52206835	Drought_Stress
IR 50	2.42365599	2.290469991	2.7040666	2.475029211	2.49778736	Healthy
TRY 1 (Trichy 1)	2.517875191	3.72712686	2.148019348	2.973387683	3.180532038	Salinity_Stress
XYZ-202	2.493205615	2.972391498	2.299063141	3.016792899	3.508268211	Salinity_Stress
CO 43	3.344837046	3.195776248	2.968214901	3.064377978	3.472421154	Salinity_Stress
VGD 59	3.115136704	2.641807024	2.330038579	2.908237196	3.36557537	Salinity_Stress
PQR-303	2.59927052	1.920136176	2.075432668	2.893031351	3.059626157	Salinity_Stress
ASD 16	2.17	2.2	2.05	2.5	2.97	Healthy
White Ponni	3.04153055	2.560178581	2.294364415	3.128124559	3.452907824	Salinity_Stress
LMN-404	3.36631032	3.038635976	2.572939545	3.125015805	2.652685864	Drought_Stress
BPT 5204 (Sona Masuri)	2.318689308	2.485276579	1.940927748	2.131715116	2.570580024	Healthy
IR 20	2.320738173	2.005530551	2.46727553	2.580226068	2.738255739	Healthy
TRY 3 (Trichy 3)	3.389306564	2.141291308	2.383287152	2.853621204	3.048312653	Salinity_Stress
ASD 16	2.37	2.64	2.46	2.21	2.81	Healthy
CO 43	2.383268035	2.381130068	2.347758353	2.25612262	2.568113114	Healthy
TKM 9	3.143468518	2.627192646	2.829038138	3.081916495	3.34632955	Salinity_Stress
ABC-101	2.275811062	2.165870645	1.955260632	2.433190421	2.718919496	Healthy
Swarna	2.45	1.82	2.27	2.94	3.47	Salinity_Stress
MDU 5	2.13	3.44	2.89	2.83	3.03	Salinity_Stress
TRY 1 (Trichy 1)	3.107873659	3.45662267	2.427593379	2.925136405	3.216134552	Drought_Stress
IR 20	2.088726949	2.610114541	2.018967402	2.280520603	3.001837803	Healthy
IR 64	2.483870764	2.261804076	2.98165504	2.033527017	2.726153309	Healthy
IR 64	2.199810974	2.586137491	2.288994183	2.251408462	2.597549217	Healthy
TKM 9	1.826350463	2.298954899	2.862212471	2.037806368	2.507012793	Healthy
IR 50	1.89	3.72	2.86	2.87	3.41	Salinity_Stress
Pusa Basmati 1	2.729366608	2.153010333	2.990608178	2.800940201	3.344660799	Salinity_Stress
MDU 5	3.365874904	3.727190949	2.255232235	2.146678285	2.817324078	Drought_Stress
PQR-303	2.61425082	1.829549147	2.684538877	3.018114014	3.270127784	Salinity_Stress
White Ponni	3.130288247	3.19536617	2.468828558	2.348286505	2.84444919	Drought_Stress
BPT 5204 (Sona Masuri)	2.434568171	1.82645126	2.173609755	2.070688821	3.008468067	Healthy
White Ponni	1.865057328	2.542203311	2.870965141	2.003168356	2.943061918	Healthy
CORH 3 (Hybrid Rice)	2.179423452	2.19446913	2.130158296	2.878034883	3.170136386	Salinity_Stress
ADT 45	2.01	1.97	2.06	2.08	2.94	Healthy
IR 36	3.123625468	3.160981705	2.754778974	3.091688281	3.40485323	Salinity_Stress
ABC-101	2.477664644	1.843186208	2.06957051	3.212037864	3.465240441	Salinity_Stress
ADT 43	3.206207009	2.964526587	2.875555575	2.811323068	3.113014367	Salinity_Stress
IR 50	2.571501242	2.034345489	1.899865269	3.127688291	3.088515788	Salinity_Stress
XYZ-202	1.829018735	2.554779674	2.281728408	2.018406394	2.652722553	Healthy
BPT 5204 (Sona Masuri)	2.097238197	2.67492885	2.386646842	2.530972538	2.863529635	Healthy
ASD 16	3.396161736	3.589865729	2.46602229	2.903897431	2.658740184	Drought_Stress
Swarna	3.297565209	3.058597051	2.443897584	2.463062284	3.125178046	Drought_Stress
TKM 9	3.33	1.93	2.26	3.15	3.12	Salinity_Stress
ADT 45	2.40953961	2.537179474	2.910896745	2.81222141	3.172205775	Salinity_Stress
TRY 3 (Trichy 3)	2.896553919	3.28502989	2.75683205	2.447234803	2.884288491	Drought_Stress
XYZ-202	3.293615932	3.599970203	2.55847478	3.007699993	3.419463958	Salinity_Stress
Pusa Basmati 1	2.655131266	3.728035287	2.674807672	3.104064459	3.26681381	Salinity_Stress
PMK 3 (Ponmani)	3.29	3.73	2.41	2.14	2.85	Drought_Stress
White Ponni	2.074280135	2.278003161	1.882857236	2.649328504	2.436347899	Healthy
ASD 16	2.70017272	1.865557232	2.399609294	2.975131284	3.110465923	Salinity_Stress
XYZ-202	2.809956997	3.084720851	2.74056366	2.517504587	2.733654827	Drought_Stress
Jaya	2.47	2.71	1.95	2.04	2.4	Healthy
ADT 45	2.42	2.51	2.9	2.81	3.15	Salinity_Stress
IR 64	3.492794029	3.022550886	2.368951452	2.592939087	2.453949835	Drought_Stress
ABC-101	3.293138809	3.337132676	2.989978597	2.810024038	3.343961788	Drought_Stress
ADT 37	2.980537247	3.451692818	2.307458885	3.196626711	2.7095541	Drought_Stress
ADT 45	2.810857258	3.767268199	2.455293521	3.006076506	2.443623692	Drought_Stress
Swarna	2.047406026	2.51265655	2.202512778	3.149728309	3.217300062	Salinity_Stress
IR 64	2.28	2.32	2.2	3.03	3.43	Salinity_Stress
IR 20	2.49	2.74	2.12	2.58	2.71	Healthy
Swarna	2.01	2.68	2.87	2.5	2.59	Healthy
IR 36	2.257837778	2.388986225	2.881978338	2.416378518	2.390784309	Healthy
ADT 45	2.974052577	3.02858019	2.471637285	3.182800679	3.50259928	Salinity_Stress
ASD 16	2.73132673	2.861931349	2.723059751	3.069679192	3.191962605	Salinity_Stress
TKM 9	2.16	2.62	2.22	2.49	2.83	Healthy
PMK 3 (Ponmani)	3.14	3.4	2.8	2.6	3.25	Drought_Stress
BPT 5204 (Sona Masuri)	1.911911265	3.318105504	1.992758801	3.029624112	3.37836057	Salinity_Stress
ADT 37	2.03298477	2.50892445	2.383723748	2.62843168	2.622643661	Healthy
TRY 1 (Trichy 1)	2.33757353	2.681595718	2.620958112	2.187588716	2.928745432	Healthy
BPT 5204 (Sona Masuri)	2.368322287	3.292260177	2.082433245	3.171915186	3.126997655	Salinity_Stress
ADT 45	2.055918237	3.296487338	2.288881836	2.866519201	3.03916707	Salinity_Stress
VGD 59	2.096650389	1.851239994	2.224310832	2.441351806	2.611286585	Drought_Stress
IR 50	2.100132209	1.802074819	2.718333841	2.281795769	2.969117755	Healthy
Swarna	2.128656952	1.903345124	2.918945787	2.009025361	2.526943418	Healthy
PQR-303	3.203701052	3.254129691	2.076175162	2.330180333	3.190581741	Drought_Stress
IR 64	3.504337865	3.036728984	2.362070568	2.600366414	2.463308037	Drought_Stress
LMN-404	2.462969775	1.940361149	2.63677915	2.199222336	2.502682578	Healthy
IR 36	2.138159536	2.497770954	2.241770509	2.495552493	2.596840974	Healthy
White Ponni	2.86	3.24	2.68	2.02	2.77	Drought_Stress
IR 50	1.936248403	2.455173914	2.929603479	2.274074439	2.740630093	Healthy
Jaya	1.85	2.42	2.45	3.03	3.44	Salinity_Stress
TRY 3 (Trichy 3)	2.887883965	3.2730434	2.75348497	2.443840148	2.864020001	Drought_Stress
PMK 3 (Ponmani)	2.18334356	3.007026006	2.572861927	3.048484184	3.42684106	Salinity_Stress
Pusa Basmati 1	2.49	2.83	2.08	3.14	3.46	Salinity_Stress
IR 36	2.165140431	2.322942235	2.190565043	2.117383298	2.925271466	Healthy
IR 50	2.471536651	3.36805554	2.57251115	3.125541019	3.101228057	Salinity_Stress
TKM 9	2.558581696	2.930645573	2.297692674	2.929599037	3.40582018	Salinity_Stress
Jaya	3.403091313	3.038955717	2.128350932	3.022353234	3.242894254	Salinity_Stress
IR 50	3.411796693	3.689029919	2.884912413	2.166399853	3.199789297	Drought_Stress
IR 64	2.257085446	2.309072374	2.19941758	3.031213433	3.428930734	Salinity_Stress
PMK 3 (Ponmani)	3.13	3.41	2.8	2	3.06	Drought_Stress
TKM 9	3.15	2.75	2.1	3.07	3.06	Salinity_Stress
ADT 43	3.230635828	2.972698524	2.852544279	2.840573814	3.094869369	Salinity_Stress
BPT 5204 (Sona Masuri)	2.071658567	2.717688407	2.30387498	2.063131544	2.772049161	Healthy
PMK 3 (Ponmani)	3.17	3.15	3	2.68	3.08	Drought_Stress
ADT 45	2.078860213	3.493521367	1.973762351	2.925873516	3.416302955	Salinity_Stress
CORH 3 (Hybrid Rice)	1.811912507	2.269200079	1.941637586	2.364019912	2.575931765	Healthy
IR 20	3.314953486	3.421109023	2.711201602	2.43933869	3.285338004	Drought_Stress
IR 36	2.073993109	1.863961322	2.737274357	2.701857048	2.750310172	Healthy
MDU 5	2.2	1.9	2.77	2.69	2.55	Healthy
IR 20	2.27	1.93	2.89	2.69	2.45	Healthy
ADT 43	2.90487295	3.765647128	2.528053649	2.464070393	2.436628991	Drought_Stress
LMN-404	2.272477123	2.739377248	2.707004384	2.6512783	2.898069032	Healthy
Jaya	3.218860137	1.928863785	2.515246887	2.976688503	3.084509426	Salinity_Stress
TRY 3 (Trichy 3)	1.95419434	1.949821356	2.200124995	2.546369084	2.557355296	Drought_Stress
XYZ-202	2.862847248	2.434829628	2.00461105	3.107362837	3.227891221	Salinity_Stress
BPT 5204 (Sona Masuri)	2.83	3.1	1.94	2.92	3.09	Salinity_Stress
ABC-101	3.161251492	3.482269164	2.085023619	3.049978381	2.913593061	Drought_Stress
TKM 9	2.9311498	3.770479156	2.908190863	3.060390011	3.31138876	Drought_Stress
Pusa Basmati 1	3.15	2.69	2.49	2.95	3.03	Salinity_Stress
XYZ-202	2.842902172	3.389962098	1.917324916	2.464813912	2.928928752	Drought_Stress
IR 36	2.669058012	2.564014332	2.707940411	3.074777175	3.448578434	Salinity_Stress
IR 36	3.306800281	2.45800084	2.508699983	3.075757725	3.279028845	Salinity_Stress
IR 20	1.992479733	2.862992636	1.991597145	2.984111158	3.368937656	Salinity_Stress
IR 50	1.932469193	2.400840876	2.899007673	2.287159994	2.747616634	Healthy
PMK 3 (Ponmani)	3.313095742	2.616320835	2.313519729	2.90439375	3.28426794	Salinity_Stress
CO 43	3.013755892	3.280048231	2.260510428	3.075231203	2.743674318	Drought_Stress
Pusa Basmati 1	2.296811078	2.601007493	2.456436204	2.588809101	2.557883842	Drought_Stress
IR 20	2.441420851	1.89204409	2.594122646	2.062310876	2.871154775	Healthy
MDU 5	3.177293071	3.595316301	2.68221362	2.155783707	2.742603835	Drought_Stress
XYZ-202	2.343444319	3.038390085	2.887017386	2.797552435	3.322122156	Salinity_Stress
IR 36	3.194679773	3.252209285	2.094882673	2.017225085	3.046910412	Drought_Stress
ADT 37	3.104208925	3.500307619	2.370486201	2.576165781	2.775038752	Drought_Stress
Swarna	2.84806796	2.139199359	2.099979085	2.835645811	3.458989982	Salinity_Stress
Swarna	2.27	2.52	1.96	2.32	2.84	Healthy
CO 43	2.185101764	2.138469484	2.412500914	2.987516975	3.456888692	Salinity_Stress
ADT 45	2.011350138	1.986502249	2.05971578	2.066665216	2.930104989	Healthy
ABC-101	1.993022829	2.461901178	2.586643642	3.033206126	3.465447068	Salinity_Stress
XYZ-202	2.094744857	2.491843168	2.300681642	2.93340775	3.33038565	Salinity_Stress
Swarna	1.96627279	3.122838498	2.35215827	2.965595198	3.087198964	Salinity_Stress
White Ponni	3.030304586	3.580687153	2.802181213	2.237453381	3.349910949	Drought_Stress
IR 20	2.251095617	1.947502983	2.863511237	2.701929083	2.82230482	Healthy
TRY 1 (Trichy 1)	2.879124321	2.801729061	2.276994995	3.087021361	3.050490971	Salinity_Stress
TKM 9	2.072644532	2.530874231	2.486035254	2.657965963	2.493245173	Healthy
TKM 9	3.064927845	2.998620361	2.877337608	2.361341045	3.167316914	Drought_Stress
VGD 59	2.249132711	2.274479365	2.071968854	2.03256105	2.887683812	Healthy
CORH 3 (Hybrid Rice)	2.025476237	2.61807251	2.751382747	2.877926259	3.487086834	Salinity_Stress
CO 43	3.159316277	3.360256614	2.187523136	2.861724054	2.981428986	Drought_Stress
VGD 59	3.380192924	3.166126104	2.418307788	2.67852849	2.445672506	Drought_Stress
White Ponni	2.813496288	2.006578178	2.989949607	2.865764887	3.438584567	Salinity_Stress
MDU 5	2.219827871	2.117406621	2.604372838	2.523622789	2.510659228	Healthy
CORH 3 (Hybrid Rice)	3.055658982	3.653772254	2.713117209	2.422691872	3.410491568	Drought_Stress
IR 36	2.397443408	1.897676294	2.175017824	2.6532996	2.56023049	Healthy
XYZ-202	1.839019512	2.543358553	2.291275688	2.022479886	2.649376346	Healthy
VGD 59	3.126520192	2.65099606	2.321488583	2.904301855	3.378304816	Salinity_Stress
Jaya	3.094800097	2.321100638	2.072318477	3.135774468	3.031605474	Salinity_Stress
TRY 3 (Trichy 3)	1.86232379	2.512635299	2.178723355	2.167325116	2.656369962	Healthy
ASD 16	2.243358269	2.106594749	2.864006506	2.343209364	2.995941686	Healthy
ADT 43	3.481217909	3.152755997	2.250938915	2.93208698	2.733102352	Drought_Stress
IR 36	2.856276574	3.444265393	2.322827859	2.013719583	3.353869554	Drought_Stress
VGD 59	1.906053069	2.220733815	2.30573618	2.376101914	2.488113099	Healthy
IR 36	2.99409693	3.073412396	2.9812852	3.061402694	3.012474933	Salinity_Stress
ASD 16	1.866076827	2.132613646	2.017921057	2.04209324	2.502563237	Healthy
CO 43	3.24	1.96	2.63	3.01	3.41	Salinity_Stress
LMN-404	3.299483043	3.334855433	2.364950435	2.532090555	2.949970437	Drought_Stress
ASD 16	2.197550498	3.23801778	2.911026222	2.980381068	3.010394841	Salinity_Stress
PQR-303	2.75	2.61	2.06	2.95	3.3	Salinity_Stress
ABC-101	2.956061906	2.992290686	2.243804545	2.791506737	3.436404278	Drought_Stress
IR 50	2.807671853	3.049805907	2.69949273	3.148038712	2.470899244	Drought_Stress
Jaya	3.482801696	3.15739982	2.225650613	2.93569133	2.713160776	Drought_Stress
CO 43	3.381441182	2.526792432	2.745216669	3.098786774	3.378747501	Salinity_Stress
IR 20	3.387767572	2.531560172	2.879057087	2.947230948	3.145845586	Salinity_Stress
XYZ-202	3.190322434	3.020623562	2.139380373	3.014018543	3.206795629	Drought_Stress
ADT 43	1.81	2.34	2.56	2.5	2.61	Healthy
ADT 37	3.278028741	3.310388171	2.74878843	2.406626834	3.337855191	Drought_Stress
TKM 9	2.18485175	1.834269656	1.919406396	2.067071465	2.453016153	Healthy
PQR-303	1.900486595	1.928948411	2.412829216	3.037099433	3.427075074	Salinity_Stress
BPT 5204 (Sona Masuri)	2.919285968	3.106864152	2.262146819	2.340973967	2.873716304	Drought_Stress
CORH 3 (Hybrid Rice)	2.653951467	2.898298262	2.570718927	2.981853978	3.429742383	Salinity_Stress
ADT 45	1.975738208	1.970975341	2.073248285	2.097284945	2.936446983	Healthy
IR 50	2.269671646	2.325478185	2.945068965	2.156611155	2.733663378	Healthy
XYZ-202	2.80405849	3.07505113	2.730324791	2.486335925	2.736409656	Drought_Stress
ABC-101	2.293527903	2.363776267	2.876993447	2.40575356	2.392587786	Healthy
ABC-101	2.42	3.36	2.01	3.07	3.43	Salinity_Stress
Swarna	3.403180157	3.604755877	2.497558614	2.687923769	2.661295248	Drought_Stress
PMK 3 (Ponmani)	3.1	3.7	2.86	2.01	2.7	Drought_Stress
VGD 59	3.268406285	2.588903856	2.042318599	2.86778935	3.468615772	Salinity_Stress
Swarna	3.309382751	3.521643313	2.054796099	3.026845739	2.426845842	Drought_Stress
ADT 45	2.307271529	1.885770772	2.805001382	2.595851667	2.56964975	Healthy
ADT 43	3.402412848	3.229471997	2.121890833	2.335144046	2.866658445	Drought_Stress
IR 64	2.321076197	2.016087067	2.133772665	2.245200873	2.491476189	Healthy
